0,2.927536231884058
7,1.6758620689655173
14,1.2482758620689656
21,1.110344827586207
28,1.7847222222222223
35,1.0694444444444444
42,0.8055555555555556
49,0.9375
56,0.8263888888888888
64,0.6408450704225352
71,0.22916666666666666
78,0.8620689655172413
86,0.6027397260273972
93,0.910958904109589
100,1.0067567567567568
107,2.142857142857143
114,2.7266666666666666
121,2.329004329004329
128,3.391489361702128
135,2.8369565217391304
142,2.7041800643086815
149,2.9371069182389937
156,2.9614243323442135
163,4.565217391304348
170,3.4870317002881843
177,4.210826210826211
184,5.211428571428572
191,5.150649350649351
198,6.1259445843828715
205,6.027093596059113
212,8.217283950617285
219,8.775561097256858
226,8.315
233,6.466830466830467
240,5.043373493975904
247,3.7572115384615383
254,2.2716346153846154
261,2.764423076923077
268,2.735576923076923
275,2.389423076923077
